"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"14","神奈川県","14113","横浜市緑区","141130015003","霧が丘三丁目","35.516762","139.506035","0","3"
"14","神奈川県","14113","横浜市緑区","141130015001","霧が丘一丁目","35.517365","139.509113","0","3"
"14","神奈川県","14113","横浜市緑区","141130015002","霧が丘二丁目","35.517051","139.501516","0","3"
"14","神奈川県","14113","横浜市緑区","141130017000","北八朔町","35.527629","139.539643","0","1"
"14","神奈川県","14113","横浜市緑区","141130018000","青砥町","35.519336","139.546371","0","1"
"14","神奈川県","14113","横浜市緑区","141130019000","新治町","35.515867","139.515350","0","1"
"14","神奈川県","14113","横浜市緑区","141130020000","小山町","35.522036","139.534885","0","1"
"14","神奈川県","14113","横浜市緑区","141130021000","十日市場町","35.523216","139.516497","0","1"
"14","神奈川県","14113","横浜市緑区","141130022000","西八朔町","35.529592","139.527753","0","1"
"14","神奈川県","14113","横浜市緑区","141130006003","鴨居三丁目","35.506831","139.569291","0","3"
"14","神奈川県","14113","横浜市緑区","141130010005","長津田みなみ台五丁目","35.524121","139.499657","0","3"
"14","神奈川県","14113","横浜市緑区","141130023000","いぶき野","35.530136","139.507345","0","1"
"14","神奈川県","14113","横浜市緑区","141130012001","長津田一丁目","35.532941","139.503627","0","3"
"14","神奈川県","14113","横浜市緑区","141130010002","長津田みなみ台二丁目","35.520327","139.493326","0","3"
"14","神奈川県","14113","横浜市緑区","141130012007","長津田七丁目","35.527855","139.493430","0","3"
"14","神奈川県","14113","横浜市緑区","141130012004","長津田四丁目","35.534223","139.493157","0","3"
"14","神奈川県","14113","横浜市緑区","141130024001","中山一丁目","35.516011","139.539888","3","3"
"14","神奈川県","14113","横浜市緑区","141130024002","中山二丁目","35.514971","139.547489","3","3"
"14","神奈川県","14113","横浜市緑区","141130024003","中山三丁目","35.514008","139.545480","3","3"
"14","神奈川県","14113","横浜市緑区","141130024004","中山四丁目","35.511560","139.543915","3","3"
"14","神奈川県","14113","横浜市緑区","141130024005","中山五丁目","35.509716","139.542220","3","3"
"14","神奈川県","14113","横浜市緑区","141130024006","中山六丁目","35.505640","139.545564","3","3"
"14","神奈川県","14114","横浜市瀬谷区","141140001004","阿久和南四丁目","35.440488","139.498535","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140002004","阿久和西四丁目","35.446317","139.496496","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140002003","阿久和西三丁目","35.451723","139.495844","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140002001","阿久和西一丁目","35.457571","139.497814","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140003000","東野","35.475230","139.493644","0","1"
"14","神奈川県","14114","横浜市瀬谷区","141140004000","東野台","35.476676","139.498366","0","1"
"14","神奈川県","14114","横浜市瀬谷区","141140005000","三ツ境","35.463146","139.501589","0","1"
"14","神奈川県","14114","横浜市瀬谷区","141140006000","二ツ橋町","35.469978","139.497325","0","1"
"14","神奈川県","14114","横浜市瀬谷区","141140007000","瀬谷町","35.487866","139.482948","0","1"
"14","神奈川県","14114","横浜市瀬谷区","141140008000","北町","35.500599","139.480659","0","1"
"14","神奈川県","14114","横浜市瀬谷区","141140001002","阿久和南二丁目","35.444613","139.502917","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140009004","阿久和東四丁目","35.448263","139.501531","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140001001","阿久和南一丁目","35.443059","139.509167","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140002002","阿久和西二丁目","35.453275","139.499502","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140009002","阿久和東二丁目","35.453477","139.503958","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140001003","阿久和南三丁目","35.438783","139.504812","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140009003","阿久和東三丁目","35.450050","139.506090","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140009001","阿久和東一丁目","35.456581","139.503401","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140010003","宮沢三丁目","35.451465","139.490812","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140010004","宮沢四丁目","35.445881","139.490314","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140011002","南瀬谷二丁目","35.446509","139.485668","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140012003","下瀬谷三丁目","35.453616","139.478527","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140010002","宮沢二丁目","35.456951","139.492273","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140012002","下瀬谷二丁目","35.457158","139.482167","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140012001","下瀬谷一丁目","35.452560","139.484011","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140013002","南台二丁目","35.459553","139.487064","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140011001","南瀬谷一丁目","35.452578","139.486639","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140010001","宮沢一丁目","35.462473","139.492729","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140014003","瀬谷三丁目","35.468326","139.486356","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140013001","南台一丁目","35.463994","139.489471","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140015001","橋戸一丁目","35.463235","139.484355","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140016007","相沢七丁目","35.477962","139.489426","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140016003","相沢三丁目","35.475192","139.486734","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140016006","相沢六丁目","35.479442","139.486629","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140016005","相沢五丁目","35.479551","139.483530","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140015002","橋戸二丁目","35.462212","139.480572","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140014004","瀬谷四丁目","35.468028","139.482836","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140014006","瀬谷六丁目","35.467165","139.474970","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140017003","本郷三丁目","35.472186","139.476597","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140018000","中央","35.473466","139.481886","0","1"
"14","神奈川県","14114","横浜市瀬谷区","141140014002","瀬谷二丁目","35.468449","139.489271","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140016001","相沢一丁目","35.471715","139.486819","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140016004","相沢四丁目","35.474780","139.483924","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140014001","瀬谷一丁目","35.468505","139.492432","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140016002","相沢二丁目","35.473262","139.489973","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140019000","北新","35.458291","139.476989","0","1"
"14","神奈川県","14114","横浜市瀬谷区","141140015003","橋戸三丁目","35.462860","139.475499","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140014005","瀬谷五丁目","35.467764","139.478166","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140017004","本郷四丁目","35.479079","139.481320","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140020003","中屋敷三丁目","35.482598","139.482437","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140017002","本郷二丁目","35.477449","139.478125","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140017001","本郷一丁目","35.475996","139.473319","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140021000","卸本町","35.500429","139.485855","0","1"
"14","神奈川県","14114","横浜市瀬谷区","141140020002","中屋敷二丁目","35.482930","139.477748","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140020001","中屋敷一丁目","35.482617","139.472768","0","3"
"14","神奈川県","14114","横浜市瀬谷区","141140022000","上瀬谷町","35.493052","139.473850","0","1"
"14","神奈川県","14114","横浜市瀬谷区","141140023000","竹村町","35.486757","139.473000","0","1"
"14","神奈川県","14114","横浜市瀬谷区","141140024000","五貫目町","35.500248","139.472265","0","1"
"14","神奈川県","14114","横浜市瀬谷区","141140025000","目黒町","35.495752","139.469707","0","1"
"14","神奈川県","14115","横浜市栄区","141150001000","上郷町","35.352083","139.579606","0","1"
"14","神奈川県","14115","横浜市栄区","141150002003","笠間三丁目","35.360283","139.532856","0","3"
"14","神奈川県","14115","横浜市栄区","141150003001","桂台西一丁目","35.358170","139.561651","0","3"
"14","神奈川県","14115","横浜市栄区","141150004000","桂台北","35.357838","139.564559","0","1"
"14","神奈川県","14115","横浜市栄区","141150005000","桂台中","35.354200","139.566043","0","1"
"14","神奈川県","14115","横浜市栄区","141150003002","桂台西二丁目","35.353700","139.561596","0","3"
"14","神奈川県","14115","横浜市栄区","141150006001","桂台南一丁目","35.351900","139.567138","0","3"
"14","神奈川県","14115","横浜市栄区","141150007000","小菅ケ谷町","35.373185","139.556640","0","1"
"14","神奈川県","14115","横浜市栄区","141150008003","小菅ケ谷三丁目","35.373462","139.553970","0","3"
"14","神奈川県","14115","横浜市栄区","141150009001","本郷台一丁目","35.371737","139.547809","0","3"
"14","神奈川県","14115","横浜市栄区","141150009003","本郷台三丁目","35.375305","139.544774","0","3"
"14","神奈川県","14115","横浜市栄区","141150009002","本郷台二丁目","35.370973","139.545187","0","3"
"14","神奈川県","14115","横浜市栄区","141150002004","笠間四丁目","35.363363","139.533500","0","3"
"14","神奈川県","14115","横浜市栄区","141150010000","長倉町","35.346923","139.583418","0","1"
"14","神奈川県","14115","横浜市栄区","141150011000","笠間町","35.363498","139.537961","0","1"
"14","神奈川県","14115","横浜市栄区","141150008002","小菅ケ谷二丁目","35.366416","139.542331","0","3"
"14","神奈川県","14115","横浜市栄区","141150008001","小菅ケ谷一丁目","35.365911","139.547620","0","3"
"14","神奈川県","14115","横浜市栄区","141150009004","本郷台四丁目","35.375944","139.548375","0","3"
"14","神奈川県","14115","横浜市栄区","141150008004","小菅ケ谷四丁目","35.378157","139.552358","0","3"
"14","神奈川県","14115","横浜市栄区","141150012000","亀井町","35.360227","139.568278","0","1"
"14","神奈川県","14115","横浜市栄区","141150013002","庄戸二丁目","35.355430","139.587965","0","3"
"14","神奈川県","14115","横浜市栄区","141150013003","庄戸三丁目","35.352272","139.587793","0","3"
"14","神奈川県","14115","横浜市栄区","141150013001","庄戸一丁目","35.354426","139.583783","0","3"
"14","神奈川県","14115","横浜市栄区","141150013005","庄戸五丁目","35.348829","139.586281","0","3"
"14","神奈川県","14115","横浜市栄区","141150013004","庄戸四丁目","35.351650","139.582515","0","3"
"14","神奈川県","14115","横浜市栄区","141150014002","野七里二丁目","35.344000","139.579973","0","3"
"14","神奈川県","14115","横浜市栄区","141150006002","桂台南二丁目","35.349468","139.571053","0","3"
"14","神奈川県","14115","横浜市栄区","141150014001","野七里一丁目","35.349240","139.577249","0","3"
"14","神奈川県","14115","横浜市栄区","141150015000","上之町","35.355684","139.576982","0","1"
"14","神奈川県","14115","横浜市栄区","141150016000","桂台東","35.355859","139.569536","0","1"
"14","神奈川県","14115","横浜市栄区","141150002002","笠間二丁目","35.357962","139.536004","0","3"
"14","神奈川県","14115","横浜市栄区","141150002001","笠間一丁目","35.356891","139.532050","0","3"
"14","神奈川県","14115","横浜市栄区","141150017000","長尾台町","35.363228","139.527667","0","1"
"14","神奈川県","14115","横浜市栄区","141150018000","犬山町","35.355129","139.572967","0","1"
"14","神奈川県","14115","横浜市栄区","141150019000","尾月","35.360845","139.572607","0","1"
"14","神奈川県","14115","横浜市栄区","141150020000","若竹町","35.367512","139.569313","0","1"
"14","神奈川県","14115","横浜市栄区","141150021000","公田町","35.354933","139.554893","0","1"
"14","神奈川県","14115","横浜市栄区","141150022000","柏陽","35.367254","139.555327","0","1"
"14","神奈川県","14115","横浜市栄区","141150023002","鍛冶ケ谷二丁目","35.369391","139.560509","0","3"
"14","神奈川県","14115","横浜市栄区","141150024002","小山台二丁目","35.375917","139.556270","0","3"
"14","神奈川県","14115","横浜市栄区","141150025000","鍛冶ケ谷町","35.373119","139.558398","0","1"
"14","神奈川県","14115","横浜市栄区","141150026001","元大橋一丁目","35.371020","139.569223","0","3"
"14","神奈川県","14115","横浜市栄区","141150026002","元大橋二丁目","35.367314","139.566841","0","3"
"14","神奈川県","14115","横浜市栄区","141150027000","中野町","35.363234","139.561680","0","1"
"14","神奈川県","14115","横浜市栄区","141150023001","鍛冶ケ谷一丁目","35.368694","139.564558","0","3"
"14","神奈川県","14115","横浜市栄区","141150028000","桂町","35.362969","139.549530","0","1"
"14","神奈川県","14115","横浜市栄区","141150002005","笠間五丁目","35.360203","139.541608","0","3"
"14","神奈川県","14115","横浜市栄区","141150029000","長沼町","35.378659","139.537675","0","1"
"14","神奈川県","14115","横浜市栄区","141150024001","小山台一丁目","35.379772","139.558564","0","3"
"14","神奈川県","14115","横浜市栄区","141150009005","本郷台五丁目","35.381637","139.550936","0","3"
"14","神奈川県","14115","横浜市栄区","141150030000","飯島町","35.371317","139.537064","0","1"
"14","神奈川県","14115","横浜市栄区","141150031000","田谷町","35.367658","139.523066","0","1"
"14","神奈川県","14115","横浜市栄区","141150032000","金井町","35.375533","139.526313","0","1"
"14","神奈川県","14115","横浜市栄区","141150033000","東上郷町","35.359127","139.583094","0","1"
"14","神奈川県","14116","横浜市泉区","141160001001","和泉中央南一丁目","35.408770","139.499080","0","3"
"14","神奈川県","14116","横浜市泉区","141160002003","和泉が丘三丁目","35.405942","139.493176","0","3"
"14","神奈川県","14116","横浜市泉区","141160002002","和泉が丘二丁目","35.404783","139.495431","0","3"
"14","神奈川県","14116","横浜市泉区","141160002001","和泉が丘一丁目","35.403152","139.498419","0","3"
"14","神奈川県","14116","横浜市泉区","141160003005","下和泉五丁目","35.397484","139.490359","0","3"
"14","神奈川県","14116","横浜市泉区","141160003004","下和泉四丁目","35.397929","139.493770","0","3"
"14","神奈川県","14116","横浜市泉区","141160003003","下和泉三丁目","35.395734","139.494464","0","3"
"14","神奈川県","14116","横浜市泉区","141160003002","下和泉二丁目","35.393877","139.491690","0","3"
"14","神奈川県","14116","横浜市泉区","141160003001","下和泉一丁目","35.391052","139.491622","0","3"
"14","神奈川県","14116","横浜市泉区","141160004003","中田北三丁目","35.419492","139.509809","0","3"
"14","神奈川県","14116","横浜市泉区","141160005003","西が岡三丁目","35.420863","139.515348","0","3"
"14","神奈川県","14116","横浜市泉区","141160006004","中田東四丁目","35.417134","139.512441","0","3"
"14","神奈川県","14116","横浜市泉区","141160007002","領家二丁目","35.419098","139.524150","0","3"
"14","神奈川県","14116","横浜市泉区","141160007003","領家三丁目","35.419677","139.522508","0","3"
"14","神奈川県","14116","横浜市泉区","141160008000","岡津町","35.427599","139.522124","0","1"
"14","神奈川県","14116","横浜市泉区","141160005002","西が岡二丁目","35.421843","139.517075","0","3"
"14","神奈川県","14116","横浜市泉区","141160009003","中田南三丁目","35.408581","139.509147","0","3"
"14","神奈川県","14116","横浜市泉区","141160010004","中田西四丁目","35.403004","139.503696","0","3"
"14","神奈川県","14116","横浜市泉区","141160010003","中田西三丁目","35.407293","139.502854","0","3"
"14","神奈川県","14116","横浜市泉区","141160010002","中田西二丁目","35.409086","139.504472","0","3"
"14","神奈川県","14116","横浜市泉区","141160009004","中田南四丁目","35.408152","139.506756","0","3"
"14","神奈川県","14116","横浜市泉区","141160009002","中田南二丁目","35.407726","139.510683","0","3"
"14","神奈川県","14116","横浜市泉区","141160004002","中田北二丁目","35.414761","139.506399","0","3"
"14","神奈川県","14116","横浜市泉区","141160006003","中田東三丁目","35.412855","139.510165","0","3"
"14","神奈川県","14116","横浜市泉区","141160009001","中田南一丁目","35.406369","139.514283","0","3"
"14","神奈川県","14116","横浜市泉区","141160006002","中田東二丁目","35.413874","139.514197","0","3"
"14","神奈川県","14116","横浜市泉区","141160006001","中田東一丁目","35.409253","139.516419","0","3"
"14","神奈川県","14116","横浜市泉区","141160009005","中田南五丁目","35.401796","139.507922","0","3"
"14","神奈川県","14116","横浜市泉区","141160007004","領家四丁目","35.416138","139.521041","0","3"
"14","神奈川県","14116","横浜市泉区","141160011002","白百合二丁目","35.414450","139.517097","0","3"
"14","神奈川県","14116","横浜市泉区","141160011001","白百合一丁目","35.414057","139.519309","0","3"
"14","神奈川県","14116","横浜市泉区","141160011003","白百合三丁目","35.417025","139.517054","0","3"
"14","神奈川県","14116","横浜市泉区","141160012000","下飯田町","35.399022","139.480694","0","1"
"14","神奈川県","14116","横浜市泉区","141160013000","桂坂","35.425459","139.514559","0","1"
"14","神奈川県","14116","横浜市泉区","141160007001","領家一丁目","35.421535","139.523036","0","3"
"14","神奈川県","14116","横浜市泉区","141160005001","西が岡一丁目","35.424501","139.511293","0","3"
"14","神奈川県","14116","横浜市泉区","141160014007","緑園七丁目","35.447305","139.527020","0","3"
"14","神奈川県","14116","横浜市泉区","141160014003","緑園三丁目","35.441182","139.519830","0","3"
"14","神奈川県","14116","横浜市泉区","141160015000","池の谷","35.445449","139.518684","0","1"
"14","神奈川県","14116","横浜市泉区","141160014004","緑園四丁目","35.439408","139.524052","0","3"
"14","神奈川県","14116","横浜市泉区","141160016000","弥生台","35.427681","139.506705","0","1"
"14","神奈川県","14116","横浜市泉区","141160017000","新橋町","35.436197","139.510547","0","1"
"14","神奈川県","14116","横浜市泉区","141160014002","緑園二丁目","35.436842","139.518825","0","3"
"14","神奈川県","14116","横浜市泉区","141160014001","緑園一丁目","35.436927","139.522882","0","3"
"14","神奈川県","14116","横浜市泉区","141160014006","緑園六丁目","35.446041","139.523918","0","3"
"14","神奈川県","14116","横浜市泉区","141160014005","緑園五丁目","35.441880","139.528884","0","3"
"14","神奈川県","14116","横浜市泉区","141160018000","上飯田町","35.429035","139.479002","0","1"
"14","神奈川県","14116","横浜市泉区","141160001005","和泉中央南五丁目","35.413594","139.485875","0","3"
"14","神奈川県","14116","横浜市泉区","141160019001","和泉中央北一丁目","35.421930","139.497504","0","3"
"14","神奈川県","14116","横浜市泉区","141160020000","中田町","35.421441","139.504704","0","1"
"14","神奈川県","14116","横浜市泉区","141160004001","中田北一丁目","35.416104","139.502083","0","3"
"14","神奈川県","14116","横浜市泉区","141160010001","中田西一丁目","35.410780","139.501526","0","3"
"14","神奈川県","14116","横浜市泉区","141160001002","和泉中央南二丁目","35.411987","139.496713","0","3"
"14","神奈川県","14116","横浜市泉区","141160001003","和泉中央南三丁目","35.412917","139.493352","0","3"
"14","神奈川県","14116","横浜市泉区","141160019002","和泉中央北二丁目","35.417922","139.498207","0","3"
"14","神奈川県","14116","横浜市泉区","141160001004","和泉中央南四丁目","35.414443","139.489354","0","3"
"14","神奈川県","14116","横浜市泉区","141160019003","和泉中央北三丁目","35.418364","139.494811","0","3"
"14","神奈川県","14116","横浜市泉区","141160019006","和泉中央北六丁目","35.422507","139.493179","0","3"
"14","神奈川県","14116","横浜市泉区","141160019004","和泉中央北四丁目","35.418961","139.491829","0","3"
"14","神奈川県","14116","横浜市泉区","141160019005","和泉中央北五丁目","35.418667","139.487079","0","3"
"14","神奈川県","14116","横浜市泉区","141160021000","和泉町","35.426022","139.495139","0","1"
"14","神奈川県","14117","横浜市青葉区","141170001000","寺家町","35.569834","139.506229","0","1"
"14","神奈川県","14117","横浜市青葉区","141170002000","鴨志田町","35.560578","139.505653","0","1"
"14","神奈川県","14117","横浜市青葉区","141170003000","奈良町","35.562140","139.482790","0","1"
"14","神奈川県","14117","横浜市青葉区","141170004000","恩田町","35.543370","139.497071","0","1"
"14","神奈川県","14117","横浜市青葉区","141170005000","すみよし台","35.553528","139.493895","0","1"
"14","神奈川県","14117","横浜市青葉区","141170006000","元石川町","35.580079","139.546187","0","1"
"14","神奈川県","14117","横浜市青葉区","141170007004","美しが丘四丁目","35.581910","139.548820","0","3"
"14","神奈川県","14117","横浜市青葉区","141170007002","美しが丘二丁目","35.583093","139.558719","0","3"
"14","神奈川県","14117","横浜市青葉区","141170007003","美しが丘三丁目","35.586470","139.548873","0","3"
"14","神奈川県","14117","横浜市青葉区","141170008003","美しが丘西三丁目","35.585199","139.532375","0","3"
"14","神奈川県","14117","横浜市青葉区","141170009002","あざみ野南二丁目","35.563053","139.551205","0","3"
"14","神奈川県","14117","横浜市青葉区","141170010000","成合町","35.564254","139.510409","0","1"
"14","神奈川県","14117","横浜市青葉区","141170011000","さつきが丘","35.531751","139.520484","0","1"
"14","神奈川県","14117","横浜市青葉区","141170012000","しらとり台","35.535172","139.513262","0","1"
"14","神奈川県","14117","横浜市青葉区","141170013000","つつじが丘","35.538449","139.519620","0","1"
"14","神奈川県","14117","横浜市青葉区","141170014000","梅が丘","35.535355","139.526308","0","1"
"14","神奈川県","14117","横浜市青葉区","141170015002","藤が丘二丁目","35.541460","139.526663","0","3"
"14","神奈川県","14117","横浜市青葉区","141170016000","田奈町","35.538587","139.504368","0","1"
"14","神奈川県","14117","横浜市青葉区","141170017001","青葉台一丁目","35.545494","139.518221","0","3"
"14","神奈川県","14117","横浜市青葉区","141170018000","榎が丘","35.540851","139.510342","0","1"
"14","神奈川県","14117","横浜市青葉区","141170019005","荏田西五丁目","35.544486","139.549233","0","3"
"14","神奈川県","14117","横浜市青葉区","141170019004","荏田西四丁目","35.547859","139.549929","0","3"
"14","神奈川県","14117","横浜市青葉区","141170015001","藤が丘一丁目","35.546458","139.530478","0","3"
"14","神奈川県","14117","横浜市青葉区","141170020003","荏田北三丁目","35.559653","139.547361","0","3"
"14","神奈川県","14117","横浜市青葉区","141170020002","荏田北二丁目","35.557490","139.542282","0","3"
"14","神奈川県","14117","横浜市青葉区","141170020001","荏田北一丁目","35.557120","139.547208","0","3"
"14","神奈川県","14117","横浜市青葉区","141170009001","あざみ野南一丁目","35.562318","139.554807","0","3"
"14","神奈川県","14117","横浜市青葉区","141170021000","千草台","35.538790","139.533426","0","1"
"14","神奈川県","14117","横浜市青葉区","141170022000","下谷本町","35.543582","139.538627","0","1"
"14","神奈川県","14117","横浜市青葉区","141170023000","桜台","35.551274","139.515620","0","1"
"14","神奈川県","14117","横浜市青葉区","141170024001","たちばな台一丁目","35.557081","139.515008","0","3"
"14","神奈川県","14117","横浜市青葉区","141170017002","青葉台二丁目","35.545418","139.514641","0","3"
"14","神奈川県","14117","横浜市青葉区","141170024002","たちばな台二丁目","35.556475","139.511244","0","3"
"14","神奈川県","14117","横浜市青葉区","141170025000","柿の木台","35.551118","139.528571","0","1"
"14","神奈川県","14117","横浜市青葉区","141170026000","みたけ台","35.555185","139.521464","0","1"
"14","神奈川県","14117","横浜市青葉区","141170027000","もえぎ野","35.547510","139.523110","0","1"
"14","神奈川県","14117","横浜市青葉区","141170028001","桂台一丁目","35.550242","139.505510","0","3"
"14","神奈川県","14117","横浜市青葉区","141170029000","若草台","35.553917","139.506338","0","1"
"14","神奈川県","14117","横浜市青葉区","141170028002","桂台二丁目","35.550354","139.501052","0","3"
"14","神奈川県","14117","横浜市青葉区","141170030000","松風台","35.545313","139.506136","0","1"
"14","神奈川県","14117","横浜市青葉区","141170031004","新石川四丁目","35.572507","139.565526","0","3"
"14","神奈川県","14117","横浜市青葉区","141170019002","荏田西二丁目","35.554642","139.552422","0","3"
"14","神奈川県","14117","横浜市青葉区","141170019001","荏田西一丁目","35.553300","139.547050","0","3"
"14","神奈川県","14117","横浜市青葉区","141170019003","荏田西三丁目","35.550260","139.550458","0","3"
"14","神奈川県","14117","横浜市青葉区","141170009003","あざみ野南三丁目","35.562463","139.547958","0","3"
"14","神奈川県","14117","横浜市青葉区","141170031001","新石川一丁目","35.567935","139.557873","0","3"
"14","神奈川県","14117","横浜市青葉区","141170031003","新石川三丁目","35.572774","139.562025","0","3"
"14","神奈川県","14117","横浜市青葉区","141170007005","美しが丘五丁目","35.574774","139.552481","0","3"
"14","神奈川県","14117","横浜市青葉区","141170031002","新石川二丁目","35.572710","139.557582","0","3"
"14","神奈川県","14117","横浜市青葉区","141170032000","みすずが丘","35.561703","139.540285","0","1"
"14","神奈川県","14117","横浜市青葉区","141170009004","あざみ野南四丁目","35.562509","139.543978","0","3"
"14","神奈川県","14117","横浜市青葉区","141170007001","美しが丘一丁目","35.579973","139.555379","0","3"
"14","神奈川県","14117","横浜市青葉区","141170033001","荏子田一丁目","35.579199","139.542615","0","3"
"14","神奈川県","14117","横浜市青葉区","141170034003","あざみ野三丁目","35.567425","139.541028","0","3"
"14","神奈川県","14117","横浜市青葉区","141170034002","あざみ野二丁目","35.567121","139.548948","0","3"
"14","神奈川県","14117","横浜市青葉区","141170035000","上谷本町","35.556638","139.526746","0","1"
"14","神奈川県","14117","横浜市青葉区","141170036000","市ケ尾町","35.548246","139.543069","0","1"
"14","神奈川県","14117","横浜市青葉区","141170034001","あざみ野一丁目","35.571158","139.548921","0","3"
"14","神奈川県","14117","横浜市青葉区","141170034004","あざみ野四丁目","35.573416","139.544261","0","3"
"14","神奈川県","14117","横浜市青葉区","141170037000","大場町","35.565266","139.535600","0","1"
"14","神奈川県","14117","横浜市青葉区","141170038000","鉄町","35.564667","139.521174","0","1"
"14","神奈川県","14117","横浜市青葉区","141170039000","黒須田","35.567930","139.531912","0","1"
"14","神奈川県","14117","横浜市青葉区","141170033003","荏子田三丁目","35.575526","139.534661","0","3"
"14","神奈川県","14117","横浜市青葉区","141170040000","荏田町","35.560145","139.558080","0","1"
"14","神奈川県","14117","横浜市青葉区","141170033002","荏子田二丁目","35.580336","139.535830","0","3"
"14","神奈川県","14117","横浜市青葉区","141170041001","すすき野一丁目","35.574630","139.530768","0","3"
"14","神奈川県","14117","横浜市青葉区","141170041003","すすき野三丁目","35.580415","139.529281","0","3"
"14","神奈川県","14117","横浜市青葉区","141170042000","もみの木台","35.572919","139.524928","0","1"
"14","神奈川県","14117","横浜市青葉区","141170041002","すすき野二丁目","35.575745","139.525990","0","3"
"14","神奈川県","14117","横浜市青葉区","141170043002","奈良二丁目","35.551311","139.488172","0","3"
"14","神奈川県","14117","横浜市青葉区","141170043001","奈良一丁目","35.555847","139.485617","0","3"
"14","神奈川県","14117","横浜市青葉区","141170043005","奈良五丁目","35.559660","139.481784","0","3"
"14","神奈川県","14117","横浜市青葉区","141170044001","あかね台一丁目","35.542490","139.489215","0","3"
"14","神奈川県","14117","横浜市青葉区","141170044002","あかね台二丁目","35.541466","139.484128","0","3"
"14","神奈川県","14117","横浜市青葉区","141170043003","奈良三丁目","35.550437","139.484599","0","3"
"14","神奈川県","14117","横浜市青葉区","141170043004","奈良四丁目","35.553909","139.483024","0","3"
"14","神奈川県","14117","横浜市青葉区","141170045000","緑山","35.568203","139.483079","0","1"
"14","神奈川県","14117","横浜市青葉区","141170008001","美しが丘西一丁目","35.589450","139.541247","0","3"
"14","神奈川県","14117","横浜市青葉区","141170008002","美しが丘西二丁目","35.589700","139.532916","0","3"
"14","神奈川県","14118","横浜市都筑区","141180001003","牛久保東三丁目","35.550709","139.590420","0","3"
"14","神奈川県","14118","横浜市都筑区","141180002000","大棚西","35.550879","139.580446","0","1"
"14","神奈川県","14118","横浜市都筑区","141180003002","早渕二丁目","35.545704","139.598005","0","3"
"14","神奈川県","14118","横浜市都筑区","141180004001","中川中央一丁目","35.553232","139.578386","0","3"
"14","神奈川県","14118","横浜市都筑区","141180001002","牛久保東二丁目","35.551991","139.588003","0","3"
"14","神奈川県","14118","横浜市都筑区","141180005002","南山田二丁目","35.555142","139.589884","0","3"
"14","神奈川県","14118","横浜市都筑区","141180006001","茅ケ崎東一丁目","35.543638","139.584397","0","3"
"14","神奈川県","14118","横浜市都筑区","141180007001","牛久保西一丁目","35.557226","139.580555","0","3"
"14","神奈川県","14118","横浜市都筑区","141180008007","北山田七丁目","35.563160","139.594601","0","3"
